source: https://buecker.baseball.cbssports.com/stats/stats-main?print_rows=9999
captured: 2026-09-01T09:01:51
---
ACTION|AVAIL|PLAYER|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|RANK
Action|Avail|Player|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|Rank
2227639|OF|FA|London Lindley OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3152098|1B|FA|Chase Strumpf 1B • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171175|OF|FA|Alex Glenn OF • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1670986|C|FA|Juan Apodaca C • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843226|3B|FA|Riley Tirotta 3B • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043762|SS|FA|Bryce Martin-Grudzielanek SS • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227123|OF|FA|Trever Allen OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2119381|C|FA|Chris O'Dowd C • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2223645|OF|FA|Danny Oh OF • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932907|3B|FA|Devin Mann 3B • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1740934|OF|FA|Avisail Garcia OF • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2933166|C|FA|Onix Vega C • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2211190|1B|FA|Tyler Nevin 1B • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28842421|OF|FA|Shayne Fontana OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804026|SS|FA|Johmbeyker Morales SS • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2170277|OF|FA|Ross Kivett OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50041228|SS|FA|Coy James SS • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2052556|SS|FA|Matt Williams SS • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921400|OF|FA|Zach Clark OF • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2800870|1B|FA|Branden Berry 1B • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921401|SS|FA|Trae Arbet SS • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2223634|C|FA|Arturo Rodriguez C • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28837791|OF|FA|Bryce Teodosio OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171705|2B|FA|Delvis Morales 2B • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29342230|OF|FA|Trevor Boone OF • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226047|2B|FA|Corey Toups 2B • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29084412|OF|FA|Terence Dotson OF • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2507365|OF|FA|DJ Peters OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2044527|SS|FA|Tanner Rahier SS • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29688602|OF|FA|Luis Castillo OF • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2731203|OF|FA|Clark Eagan OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2228444|C|FA|Carlos Martinez C • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2821277|2B|FA|Tim Arakawa 2B • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29295922|OF|FA|Colton Ledbetter OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322044|2B|FA|Marco Vargas 2B • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50041305|OF|FA|Kane Kepley OF • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2826626|2B|FA|Jonathan Willems 2B • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921563|1B|FA|Damek Tomscha 1B • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227186|C|FA|Eliezer Zambrano C • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1809063|OF|FA|Leon Landry OF • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2931298|OF|FA|Johan Rojas OF • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2119374|OF|FA|Aneury Tavarez OF • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2223571|OF|FA|Rainel Rosario OF • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29687756|OF|FA|Will Taylor OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29088959|C|FA|Herbert Iser C • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29084371|OF|FA|Felix Negueis OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28851010|OF|FA|Darlin Moquete OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2166481|3B|FA|Joe Sclafani 3B • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044342|1B|FA|Riley Nelson 1B • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044539|OF|FA|Aldalay Kolokie OF • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29685393|OF|FA|Angel Del Rosario OF • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1765816|OF|FA|Nick Castellanos OF • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2797624|OF|FA|Kyle Barrett OF • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29692150|OF|FA|C.J. Pittaro OF • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932711|1B|FA|Tyler Durna 1B • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3158254|3B|FA|John Cresto 3B • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29680248|OF|FA|Jonah Advincula OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090137|C|FA|Cooper Uhl C • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50041221|C|FA|Taitn Gray C • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3107129|2B|FA|Alvaro Rubalcaba 2B • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28842428|SS|FA|Sahid Valenzuela SS • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29077612|3B|FA|Gleider Figuereo 3B • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044774|OF|FA|Leonardo Pineda OF • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227793|OF|FA|Cristian Paulino OF • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29091600|SS|FA|Ben Gobbel SS • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1806043|2B|FA|Buck Britton 2B • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29693194|3B|FA|Diego Gonzalez 3B • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50042269|C|FA|Jorge Rodriguez C • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2798059|C|FA|Wilfredo Rodriguez C • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2933100|OF|FA|Mike Siani OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2933101|1B|FA|Josiah Sightler 1B • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171249|OF|FA|D.K. Carey OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804933|OF|FA|Junior Soto OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2942959|C|FA|Joey Bart C • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2835718|SS|FA|Justin Lopez SS • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921435|2B|FA|Gabriel Cancel 2B • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843224|SS|FA|Axel Sanchez SS • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2066826|2B|FA|Riley Unroe 2B • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227746|C|FA|Chris Hoo C • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29342280|OF|FA|Maddux Houghton OF • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29087228|OF|FA|Esteban Gonzalez OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226900|C|FA|Austin Wynns C • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29087924|2B|FA|Jimmy Govern 2B • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2226384|1B|FA|Jacob Schrader 1B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3094731|OF|FA|Stanley Consuegra OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29679125|2B|FA|Abrahan Ramirez 2B • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2184455|3B|FA|Kevin Newman 3B • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2449457|OF|FA|Blake Perkins OF • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29085944|C|FA|Beycker Barroso C • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921393|2B|FA|Mac Seibert 2B • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2121208|SS|FA|Curt Powell SS • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2050184|SS|FA|Jared Reaves SS • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29091599|OF|FA|Daniel Mateo OF • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26615375|OF|FA|Jordan Nwogu OF • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171100|1B|FA|Edwin Espinal 1B • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28846848|C|FA|Christian Cerda C • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29077644|2B|FA|Jonathan Mejia 2B • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932822|OF|FA|Korey Holland OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29678055|3B|FA|Andy Lugo 3B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50042273|C|FA|Daniel Hernandez C • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171698|OF|FA|Collin Radack OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3157938|OF|FA|Chase Calabuig OF • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29295889|1B|FA|Brock Vradenburg 1B • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2823420|C|FA|Ryan Hissey C • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2048864|OF|FA|D'Arby Myers OF • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26912481|C|FA|Jeferson Quero C • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29091315|SS|FA|Chase Valentine SS • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29360034|C|FA|Caleb Knight C • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3107127|OF|FA|Tre Carter OF • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227772|2B|FA|Bruce Caldwell 2B • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2823351|1B|FA|Ramon Hernandez 1B • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075712|C|FA|Jimmy Crooks C • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26615384|OF|FA|Quin Cotton OF • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2825273|SS|FA|Yeuris Ramirez SS • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322012|OF|FA|Yophery Rodriguez OF • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2798057|OF|FA|Torii Hunter OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3093587|1B|FA|Griffin Benson 1B • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836952|SS|FA|Devin Hairston SS • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171693|OF|FA|Justin Maffei OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29351816|1B|FA|Bobby Seymour 1B • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50048645|OF|FA|Alexander Frias OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171613|C|FA|Taylor Hawkins C • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837157|SS|FA|Riley Mahan SS • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29085033|C|FA|Wyatt Hendrie C • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2228216|OF|FA|Cody Regis OF • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2829336|3B|FA|Claudio Finol 3B • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29682349|3B|FA|Esteban Mejia 3B • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29090727|SS|FA|Jason Matthews SS • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1718084|C|FA|Christian Bethancourt C • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2166445|C|FA|Chad Wallach C • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26912512|1B|FA|Alexander Mojica 1B • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1894637|2B|FA|Kolten Wong 2B • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50043813|OF|FA|Emanuel Luna OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28842604|OF|FA|Francisco Del Valle OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837006|2B|FA|Connor Hoover 2B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29350158|OF|FA|Nick Peoples OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3157957|SS|FA|Trace Loehr SS • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29686864|OF|FA|Willy Montero OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044536|C|FA|Keduar Trujillo C • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28846857|OF|FA|Daniel Marte OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50037901|1B|FA|Tanner Thach 1B • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044802|1B|FA|Garrett Pennington 1B • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044758|SS|FA|Eduardo Guerrero SS • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29339051|SS|FA|Yandel Ricardo SS • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843015|OF|FA|Colin Davis OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29089623|SS|FA|Pedro Hernandez SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2171204|OF|FA|Yonathan Daza OF • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50044385|1B|FA|Frederik Jimenez 1B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28920008|OF|FA|Elijah Green OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28839810|C|FA|Luis Meza C • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29086256|1B|FA|BJ Murray 1B • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1947844|OF|FA|Travis Harrison OF • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2447486|OF|FA|Nolan Jones OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28841697|1B|FA|Ernesto Wilson Martinez 1B • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2663786|C|FA|Michael Barash C • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29075498|SS|FA|Cade Doughty SS • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28840953|OF|FA|Noah Mendlinger OF • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2932047|OF|FA|Madison Santos OF • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50042264|C|FA|Marlon Quintero C • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29339047|SS|FA|Fernando Cruz SS • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26913029|OF|FA|Kevin Alcantara OF • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29693211|2B|FA|Dervy Ventura 2B • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2921610|1B|FA|Troy Sieber 1B • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
