source: https://buecker.baseball.cbssports.com/stats/stats-main?print_rows=9999
captured: 2026-09-01T09:01:51
---
ACTION|AVAIL|PLAYER|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|RANK
Action|Avail|Player|AB|R|H|1B|2B|3B|HR|RBI|BB|K|SB|CS|AVG|OBP|SLG|Rank
29342331|SS|FA|Brock Rodden SS • SEA|11.7|1.6|2.9|2.0|0.5|0.1|0.3|1.3|1.0|2.7|0.3|0.1|.248|.313|.392|816
1735742|C|FA|Kyle Higashioka C • TEX|14.8|1.6|3.2|1.9|0.6|0.0|0.7|1.9|1.2|4.2|0.1|0.0|.216|.277|.399|817
28846904|1B|FA|Victor Bericoto 1B,OF • SF|11.2|1.4|2.8|1.8|0.5|0.0|0.4|1.7|1.0|2.7|0.1|0.0|.251|.319|.421|818
26638627|OF|FA|Richard Palacios 2B,OF • TB|10.8|1.6|2.5|1.8|0.4|0.1|0.2|1.4|1.4|2.5|0.4|0.1|.233|.326|.352|819
2170320|3B|FA|Yoan Moncada 3B • LAA|12.0|1.6|2.9|1.9|0.5|0.1|0.4|1.6|1.3|3.1|0.1|0.0|.244|.325|.397|820
2803767|2B|FA|Jose Fermin 2B,3B,OF • STL|14.2|1.4|3.5|2.4|0.7|0.0|0.3|1.6|1.3|2.9|0.4|0.1|.246|.310|.364|821
2836560|C|FA|Patrick Bailey C • CLE|14.3|1.6|3.3|2.3|0.5|0.1|0.4|1.9|1.3|3.6|0.1|0.0|.232|.296|.370|822
3158170|2B|FA|Cody Freeman 2B • TEX|12.1|1.5|3.1|2.0|0.6|0.1|0.4|1.4|0.9|2.6|0.2|0.1|.254|.311|.411|823
50052811|C|FA|Drew Cavanaugh C • SF|15.8|1.6|3.7|2.7|0.6|0.0|0.4|1.9|1.6|4.0|0.1|0.0|.237|.312|.356|824
2071263|U|FA|Kris Bryant DH • COL|14.6|1.6|3.4|2.2|0.7|0.0|0.5|1.8|1.4|4.1|0.1|0.0|.236|.315|.387|825
2121473|2B|FA|Adam Frazier 2B,OF • LAA|14.7|1.7|3.4|2.4|0.7|0.0|0.3|1.5|1.1|3.5|0.3|0.1|.235|.298|.350|826
2826274|OF|FA|Bryan Torres OF • STL|11.6|1.4|3.0|2.1|0.4|0.1|0.3|1.4|1.0|2.5|0.3|0.1|.258|.324|.392|827
2044535|OF|FA|Tyrone Taylor OF • CHC|11.9|1.6|2.8|1.6|0.7|0.1|0.3|1.5|0.9|3.0|0.3|0.0|.234|.306|.392|828
2044542|C|FA|Carson Kelly C • CHC|14.3|1.8|3.3|2.4|0.5|0.0|0.4|2.0|1.3|3.3|0.0|0.0|.230|.304|.347|829
1810385|OF|FA|Enrique Hernandez 1B,3B,OF • LAD|11.5|1.6|2.7|1.6|0.6|0.0|0.5|1.7|1.0|3.1|0.1|0.0|.231|.290|.405|830
3077717|OF|FA|Everson Pereira OF • STL|11.6|1.4|2.8|1.8|0.7|0.1|0.3|1.4|1.0|3.2|0.3|0.1|.244|.312|.401|831
3152102|SS|FA|Jared Triolo 1B,3B,SS • PIT|14.4|1.7|3.3|2.4|0.6|0.0|0.3|1.3|1.4|3.4|0.4|0.1|.231|.306|.335|832
3168248|2B|FA|Vaughn Grissom 1B,2B,3B • LAA|12.2|1.4|3.2|2.3|0.6|0.0|0.2|1.7|1.0|2.4|0.1|0.0|.262|.327|.379|833
2837704|C|FA|Connor Wong C • BOS|13.0|1.6|3.2|2.1|0.8|0.0|0.3|1.5|1.2|3.3|0.2|0.1|.247|.323|.376|834
2837686|2B|FA|Alika Williams 2B,SS • ATH|12.0|1.8|2.9|2.0|0.6|0.0|0.3|1.3|0.6|3.2|0.2|0.2|.242|.281|.362|835
2826354|3B|FA|Ramon Urias 2B,3B • STL|14.0|1.8|3.1|1.9|0.7|0.0|0.4|1.8|1.3|3.2|0.1|0.0|.224|.295|.370|836
2507494|OF|FA|Cristian Pache OF • NYM|11.9|1.4|2.7|1.7|0.5|0.1|0.4|1.4|1.3|3.4|0.3|0.1|.229|.308|.388|837
2227136|OF|FA|Leody Taveras OF • BAL|11.9|1.6|2.6|1.7|0.5|0.2|0.3|1.5|1.1|3.7|0.4|0.1|.216|.283|.352|838
26615380|OF|FA|Grant McCray OF • SF|13.2|1.6|2.8|1.6|0.5|0.2|0.4|1.3|1.1|3.9|0.5|0.1|.211|.275|.376|839
28839808|OF|FA|Lazaro Montes OF • SEA|9.0|1.2|2.3|1.4|0.4|0.0|0.5|1.3|1.2|2.4|0.1|0.0|.256|.347|.461|840
26615327|2B|FA|Nick Yorke 2B,3B • PIT|12.4|1.4|3.1|2.1|0.6|0.0|0.3|1.3|0.9|2.8|0.3|0.0|.247|.306|.376|841
2135247|OF|FA|Michael Conforto OF • CHC|13.6|1.8|2.9|1.7|0.8|0.0|0.5|1.7|1.6|4.6|0.1|0.0|.213|.304|.374|842
28840220|2B|FA|Thomas Saggese 2B,SS • STL|14.3|1.7|3.8|2.6|0.9|0.1|0.2|1.3|1.0|3.9|0.2|0.1|.263|.313|.373|843
2118133|2B|FA|Kyle Farmer 2B • ATL|13.6|1.5|3.1|2.0|0.7|0.0|0.4|1.7|0.9|3.2|0.1|0.0|.230|.290|.377|845
2216808|C|FA|Danny Jansen C • TEX|13.9|1.6|2.8|1.3|0.7|0.1|0.7|1.7|1.4|4.1|0.1|0.0|.199|.285|.402|846
3157917|OF|FA|Ryan Kreidler SS,OF • MIN|11.9|1.5|2.7|1.8|0.5|0.1|0.3|1.4|0.9|3.0|0.3|0.1|.230|.288|.374|847
29683706|OF|FA|Brett Callahan OF • DET|7.0|1.1|2.0|1.2|0.4|0.1|0.3|1.2|0.6|1.7|0.2|0.1|.283|.339|.499|848
2837649|SS|FA|Taylor Walls SS • TB|11.4|1.7|2.4|1.7|0.5|0.1|0.1|1.2|1.2|3.4|0.6|0.1|.213|.291|.302|849
2942979|3B|FA|Nolan Gorman 2B,3B • STL|13.8|1.6|2.9|1.9|0.5|0.0|0.5|1.8|1.6|4.8|0.1|0.1|.212|.296|.356|850
1730742|C|FA|Travis d'Arnaud C • LAA|14.2|1.5|3.3|2.2|0.6|0.0|0.4|1.7|1.4|3.9|0.0|0.0|.231|.308|.367|851
2756827|2B|FA|Donovan Walton 2B • ATH|11.1|1.6|2.7|1.8|0.6|0.0|0.3|1.3|1.0|2.4|0.2|0.1|.245|.323|.378|852
28842426|2B|FA|Cesar Prieto 2B • STL|12.3|1.4|3.0|2.1|0.6|0.1|0.3|1.3|1.0|2.6|0.3|0.1|.242|.305|.362|853
26719539|C|FA|Henry Davis C • PIT|14.2|1.6|2.7|1.7|0.4|0.0|0.6|1.8|1.3|3.6|0.1|0.1|.193|.272|.348|854
2449436|OF|FA|Taylor Trammell OF • HOU|11.8|1.4|2.7|1.8|0.4|0.1|0.4|1.3|1.1|3.7|0.2|0.1|.228|.301|.388|855
2829101|3B|FA|Oswald Peraza 2B,3B • LAA|12.6|1.4|3.0|2.1|0.6|0.0|0.3|1.1|0.9|3.5|0.4|0.2|.236|.299|.361|856
29077655|C|FA|Leonardo Bernal C • STL|9.1|1.2|2.3|1.5|0.5|0.0|0.4|1.3|1.1|2.4|0.1|0.0|.257|.343|.437|857
2932726|C|FA|Hunter Feduccia C • LAD|13.7|1.6|3.1|1.9|0.8|0.1|0.4|1.6|1.6|3.7|0.0|0.0|.230|.314|.374|859
29360030|2B|FA|Nate Furman 2B • SF|11.3|1.4|2.8|1.9|0.5|0.1|0.3|1.2|0.9|2.6|0.2|0.1|.245|.308|.372|860
1670123|2B|FA|Miguel Rojas 2B,3B,SS • LAD|12.1|1.5|3.0|2.1|0.7|0.0|0.2|1.3|0.9|2.0|0.2|0.0|.252|.311|.374|861
3166980|C|FA|Logan O'Hoppe C • TEX|16.6|1.6|3.6|2.4|0.6|0.0|0.5|1.7|1.0|4.5|0.0|0.0|.216|.266|.349|862
2942983|3B|FA|Anthony Seigler 2B,3B • BOS|9.0|1.3|2.5|1.5|0.6|0.1|0.2|1.1|0.9|1.8|0.2|0.0|.273|.338|.435|863
2837427|3B|FA|Josh Rojas 2B,3B • KC|14.1|1.6|3.3|2.2|0.7|0.0|0.3|1.4|1.1|2.9|0.3|0.1|.232|.289|.344|864
2211205|OF|FA|Daz Cameron OF • TOR|9.4|1.3|2.3|1.4|0.4|0.1|0.3|1.2|0.7|2.2|0.2|0.0|.239|.296|.406|865
29088496|U|FA|Eduardo Valencia DH • DET|7.0|1.1|2.0|1.2|0.4|0.0|0.3|1.1|0.6|1.7|0.1|0.0|.281|.340|.488|866
2167467|C|FA|Jonah Heim C • ATH|14.2|1.5|3.1|2.0|0.7|0.0|0.4|1.9|1.0|3.0|0.0|0.0|.217|.271|.345|867
2822670|C|FA|Freddy Fermin C • SD|13.9|1.7|3.4|2.5|0.7|0.0|0.3|1.3|1.0|3.1|0.1|0.1|.248|.308|.355|869
29085285|OF|FA|Ben Malgeri OF • DET|6.9|1.1|1.9|1.1|0.3|0.1|0.3|1.1|0.7|1.7|0.2|0.1|.268|.335|.466|870
2507496|OF|FA|TJ Friedl OF • CIN|14.3|1.7|2.9|2.1|0.4|0.1|0.4|1.2|1.5|3.6|0.3|0.1|.205|.298|.322|871
26615348|OF|FA|Nick Loftin 2B,3B,OF • KC|11.6|1.4|2.7|1.6|0.7|0.1|0.3|1.4|1.1|2.2|0.1|0.1|.231|.304|.378|872
26615318|C|FA|Drew Romo C • CHW|14.3|1.7|2.7|1.6|0.6|0.0|0.5|1.8|1.3|3.8|0.1|0.0|.189|.264|.331|873
2837507|OF|FA|Gavin Sheets 1B,OF • SD|9.1|1.2|2.2|1.4|0.5|0.0|0.3|1.2|1.2|2.1|0.1|0.0|.241|.337|.404|874
2122215|C|FA|Elias Diaz C • TEX|12.2|1.1|2.8|1.7|0.7|0.0|0.5|1.6|0.6|3.2|0.0|0.0|.228|.272|.394|875
26911686|SS|FA|Edwin Arroyo 2B,SS • CIN|12.3|1.4|2.8|1.9|0.4|0.1|0.3|1.1|1.0|3.5|0.3|0.1|.225|.288|.352|876
3095050|SS|FA|Andruw Monasterio SS • BOS|9.0|1.1|2.4|1.5|0.6|0.1|0.2|1.3|0.7|1.9|0.2|0.1|.263|.319|.404|877
3171729|1B|FA|Justin Foscue 1B,2B • TEX|9.8|1.1|2.4|1.5|0.5|0.0|0.4|1.1|0.7|2.4|0.1|0.0|.242|.299|.411|878
2931076|2B|FA|Jorbit Vivas 2B,3B • WAS|11.4|1.4|2.8|2.0|0.6|0.1|0.2|1.2|1.5|2.1|0.1|0.1|.245|.338|.354|879
3107923|3B|FA|Jose Tena 3B • WAS|11.4|1.5|2.6|1.7|0.6|0.1|0.2|1.2|1.3|3.5|0.2|0.1|.231|.313|.353|880
29086586|C|FA|Ethan Salas C • SD|9.3|1.2|2.3|1.6|0.4|0.0|0.3|1.3|0.9|2.2|0.1|0.0|.248|.319|.392|881
29644454|3B|FA|Tommy White 1B,3B • ATH|11.8|1.4|2.6|1.7|0.6|0.0|0.3|1.4|0.8|2.7|0.1|0.0|.220|.271|.355|882
2910596|C|FA|Jake Rogers C • CHW|14.2|2.0|2.7|1.6|0.6|0.1|0.3|1.6|1.3|4.6|0.1|0.0|.190|.264|.325|883
2836989|OF|FA|Brewer Hicklen OF • ATL|7.8|1.1|1.9|1.2|0.4|0.0|0.3|1.0|0.7|2.4|0.2|0.1|.246|.308|.419|884
2211211|U|FA|Jahmai Jones OF • BOS|6.4|1.0|1.7|1.0|0.4|0.1|0.3|1.1|0.7|1.6|0.1|0.0|.274|.353|.485|885
1947852|C|FA|Austin Hedges C • CLE|10.4|1.1|2.6|1.7|0.5|0.0|0.4|1.0|0.7|2.5|0.1|0.0|.250|.304|.421|886
3152046|SS|FA|Christian Koss 2B,3B,SS • SF|11.7|1.4|2.8|2.0|0.6|0.0|0.2|1.1|0.7|2.9|0.2|0.1|.243|.291|.350|887
29089619|OF|FA|Billy Cook OF • PIT|7.4|1.0|1.8|1.1|0.3|0.0|0.3|1.1|0.7|2.0|0.2|0.0|.245|.316|.423|888
1810924|C|FA|Christian Vazquez C • HOU|12.2|1.2|2.8|1.9|0.5|0.0|0.4|1.3|0.8|2.6|0.1|0.0|.228|.279|.360|889
29322005|OF|FA|Andrew Pinckney OF • WAS|7.1|1.1|1.7|1.1|0.3|0.0|0.2|1.0|0.7|1.9|0.2|0.1|.244|.299|.408|890
26608279|SS|FA|Ha-seong Kim SS • ATL|12.6|1.4|2.2|1.6|0.3|0.1|0.3|1.2|1.5|3.7|0.5|0.1|.178|.271|.280|891
3157472|C|FA|Pedro Pages C • STL|13.9|1.3|3.1|2.2|0.5|0.0|0.4|1.3|0.8|4.2|0.1|0.0|.224|.274|.340|892
3077706|2B|FA|Leonardo Jimenez 2B,3B • MIA|11.1|1.4|2.4|1.6|0.5|0.0|0.3|1.3|1.1|3.0|0.1|0.0|.213|.297|.339|893
2114138|C|FA|Tyler Heineman C • LAA|12.2|1.3|2.7|1.9|0.5|0.0|0.3|1.4|0.9|3.1|0.1|0.0|.224|.290|.339|894
1935464|C|FA|James McCann C • ARI|7.0|1.0|1.9|1.3|0.3|0.0|0.2|1.1|0.6|1.6|0.0|0.0|.270|.331|.431|895
3158039|2B|FA|Michael Stefanic 2B • ATH|11.6|1.2|2.7|2.0|0.4|0.0|0.2|1.1|0.9|2.6|0.2|0.0|.233|.297|.330|896
2211805|1B|FA|LaMonte Wade Jr. 1B,OF • HOU|13.5|1.4|2.8|1.9|0.6|0.0|0.3|1.6|1.8|3.8|0.1|0.0|.209|.307|.327|897
2824077|C|FA|Rafael Marchan C • PHI|13.9|1.6|2.7|1.9|0.4|0.0|0.4|1.6|0.9|3.0|0.0|0.0|.194|.254|.308|898
3158552|SS|FA|Darell Hernaiz 3B,SS • ATH|13.9|1.5|2.9|2.3|0.5|0.0|0.1|1.1|0.9|3.3|0.4|0.0|.211|.262|.278|899
2837639|OF|FA|Ryan Vilade OF • TB|6.9|0.9|1.7|1.1|0.3|0.0|0.3|1.1|0.7|1.7|0.1|0.0|.249|.322|.423|900
28842586|SS|FA|Tanner Murray SS • CHW|7.1|1.1|1.8|1.2|0.4|0.0|0.2|0.9|0.7|1.7|0.1|0.0|.248|.321|.401|901
3088372|C|FA|Brian Serven C • ATH|7.2|0.9|1.7|1.2|0.2|0.0|0.3|1.2|0.4|2.0|0.0|0.0|.239|.287|.404|902
26615355|OF|FA|Ivan Johnson OF • CIN|7.2|0.8|1.6|1.1|0.3|0.0|0.3|0.8|0.8|2.3|0.3|0.1|.226|.308|.386|903
2803485|OF|FA|Weston Wilson 3B,OF • SEA|6.8|0.9|1.7|1.1|0.3|0.0|0.3|0.8|0.7|1.9|0.2|0.1|.242|.319|.403|904
28837125|OF|FA|Christian Franklin OF • BAL|6.8|0.9|1.6|1.0|0.3|0.0|0.3|0.8|0.8|2.2|0.2|0.1|.227|.309|.397|905
29075747|OF|FA|Nick Morabito OF • NYM|7.3|0.9|1.7|1.0|0.3|0.1|0.3|0.9|0.7|2.2|0.2|0.1|.230|.303|.396|906
2932803|OF|FA|Michael Helman OF • TEX|7.2|0.9|1.7|1.0|0.3|0.0|0.3|0.9|0.5|1.8|0.2|0.0|.232|.295|.407|907
2699270|C|FA|Andrew Knizner C • SF|9.2|1.1|2.2|1.4|0.4|0.1|0.3|1.0|0.7|1.9|0.0|0.0|.235|.295|.377|908
26719586|C|FA|Harry Ford C • WAS|7.1|0.9|1.6|1.0|0.3|0.0|0.3|1.1|0.7|1.8|0.0|0.0|.226|.305|.395|909
2226828|C|FA|Jose Trevino C • CIN|12.7|1.2|2.6|1.7|0.5|0.0|0.4|1.4|0.6|2.8|0.0|0.0|.204|.242|.334|910
2227185|2B|FA|Luis Urias 2B • TOR|6.8|0.8|1.7|1.2|0.3|0.0|0.3|0.9|0.7|1.1|0.1|0.0|.259|.335|.416|911
2931064|C|FA|Brandon Valenzuela C • TOR|7.0|0.9|1.7|1.1|0.3|0.0|0.3|0.9|0.8|1.8|0.0|0.0|.249|.327|.412|912
3152107|OF|FA|Matthew Lugo OF • KC|7.1|0.9|1.7|1.2|0.4|0.1|0.2|0.8|0.5|1.7|0.2|0.0|.247|.298|.389|913
2836533|SS|FA|Nick Allen 2B,SS • HOU|12.2|1.2|2.9|2.3|0.4|0.0|0.1|0.9|0.9|3.1|0.2|0.1|.235|.287|.298|914
2766203|C|FA|Ali Sanchez C • NYY|6.8|0.8|1.7|1.1|0.3|0.0|0.2|0.9|0.5|1.7|0.1|0.0|.249|.307|.397|915
3151953|2B|FA|Adael Amador 2B • COL|7.3|0.8|1.7|1.0|0.4|0.0|0.2|0.9|0.7|1.9|0.1|0.1|.233|.301|.383|916
2066830|C|FA|Victor Caratini C,1B • MIN|9.0|0.9|2.0|1.4|0.3|0.0|0.3|1.2|0.8|2.2|0.0|0.0|.221|.298|.354|917
2824624|C|FA|Carlos Narvaez C • BAL|14.0|1.5|2.6|1.6|0.5|0.0|0.4|1.2|1.4|5.4|0.1|0.0|.184|.265|.310|918
2447460|C|FA|Ben Rortvedt C • LAD|9.5|1.0|2.0|1.3|0.4|0.0|0.3|1.2|0.9|2.3|0.0|0.0|.208|.286|.340|919
2135245|C|FA|Alex Jackson C • MIN|7.1|1.0|1.8|1.1|0.4|0.0|0.2|0.8|0.5|2.3|0.0|0.0|.245|.307|.401|920
2211187|3B|FA|Ke'Bryan Hayes 3B • CIN|14.1|1.3|2.7|2.0|0.4|0.1|0.3|1.0|1.0|3.4|0.2|0.0|.191|.252|.287|921
29084372|C|FA|Jesus Rodriguez C • SF|6.8|0.8|1.6|1.0|0.3|0.0|0.2|0.9|0.6|1.6|0.1|0.0|.236|.300|.384|922
2447463|C|FA|Brett Sullivan C • COL|7.5|0.8|1.7|1.0|0.4|0.0|0.3|1.0|0.5|2.0|0.0|0.0|.223|.272|.391|923
2825002|C|FA|Jhonny Pereda C • SEA|7.0|0.9|1.7|1.2|0.3|0.0|0.2|0.8|0.7|1.7|0.0|0.0|.243|.325|.382|924
2117544|C|FA|Luke Maile C • KC|7.7|0.8|1.7|1.1|0.4|0.0|0.2|1.1|0.6|2.2|0.0|0.0|.220|.281|.361|925
29075765|SS|FA|Ryan Ritter 2B,SS • COL|7.4|0.9|1.7|1.1|0.4|0.1|0.1|0.7|0.6|2.1|0.2|0.1|.230|.295|.355|926
29092499|C|FA|Kenny Piper C • TB|5.7|0.7|1.4|1.0|0.2|0.0|0.2|0.8|0.6|1.3|0.0|0.0|.241|.312|.390|927
2167460|C|FA|Luis Torrens C • NYM|7.3|0.9|1.6|1.0|0.4|0.0|0.2|0.8|0.6|1.8|0.0|0.0|.224|.288|.371|928
3117912|2B|FA|Will Wilson 2B • SEA|4.7|0.6|1.2|0.8|0.2|0.0|0.2|0.6|0.5|1.1|0.1|0.0|.252|.325|.412|929
1947847|OF|FA|Tyler Austin OF • CHC|4.5|0.6|1.1|0.7|0.3|0.0|0.2|0.7|0.5|1.2|0.0|0.0|.251|.335|.427|930
2788552|3B|FA|Nicky Lopez 2B,3B,SS • TEX|7.1|0.7|1.7|1.4|0.2|0.0|0.1|0.7|0.5|1.4|0.2|0.1|.240|.298|.318|931
2228210|U|FA|Garrett Stubbs DH • PHI|7.8|1.0|1.6|1.3|0.2|0.0|0.1|0.8|0.5|2.1|0.1|0.0|.208|.279|.293|932
29153560|2B|FA|Brice Matthews 2B,OF • HOU|5.1|0.7|1.1|0.8|0.2|0.0|0.2|0.6|0.4|1.4|0.1|0.1|.223|.280|.367|933
2804029|C|FA|Brian Navarreto C • MIA|5.6|0.7|1.2|0.8|0.2|0.0|0.2|0.7|0.6|1.6|0.0|0.0|.215|.281|.358|934
26615322|C|FA|Drew Millas C • WAS|5.7|0.7|1.2|0.8|0.2|0.0|0.1|0.6|0.6|1.6|0.0|0.0|.217|.299|.332|935
2931897|C|FA|Will Banfield C • CIN|6.1|0.6|1.2|0.8|0.2|0.0|0.2|0.7|0.6|1.9|0.0|0.0|.200|.273|.349|936
28843228|OF|FA|Deion Walker OF • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2826469|2B|FA|Randy Ventura 2B • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2804679|C|FA|Gustavo Polanco C • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2864366|SS|FA|LJ Hatch SS • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1670386|2B|FA|Ryan Dent 2B • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29669162|SS|FA|Elian Pena SS • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2803672|SS|FA|Jorma Rodriguez SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
50009367|OF|FA|Slater de Brun OF • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26643925|OF|FA|Miguel Bleis OF • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322041|OF|FA|Andres Valor OF • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29295913|3B|FA|Walker Martin 3B • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837313|3B|FA|Michael Osinski 3B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837243|C|FA|Dominic Miroglio C • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3157276|OF|FA|Jerar Encarnacion OF • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2826079|C|FA|Andres Sthormes C • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29360055|C|FA|Zach Morgan C • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
26635144|OF|FA|Jose De La Cruz OF • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29321897|OF|FA|Homer Bush OF • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3157955|OF|FA|Carlos De La Cruz OF • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29342337|OF|FA|Natanael Santana OF • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2759731|OF|FA|Gene Cone OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3086498|SS|FA|Marco Luciano SS • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29692990|3B|FA|Cade McGee 3B • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2837296|2B|FA|Tanner Nishioka 2B • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28920009|2B|FA|Jacob Berry 2B • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2912220|C|FA|Edgar Cabral C • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3077689|C|FA|Chris Betts C • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2836567|2B|FA|Rylan Bannon 2B • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
28843221|2B|FA|Jean Perez 2B • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2121487|OF|FA|Aaron Barbosa OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29662364|OF|FA|Jordan Sanchez OF • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1740949|OF|FA|James Jones OF • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2047808|2B|FA|Maxx Tissenbaum 2B • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2825023|SS|FA|Elvis Perez SS • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2778500|OF|FA|Aaron Schnurbusch OF • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29350971|OF|FA|Kellum Clark OF • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2449455|OF|FA|Ryan Boldt OF • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2740130|SS|FA|A.J. Simcox SS • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
3097073|SS|FA|Luis Curbelo SS • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2227206|1B|FA|Jacob Rogers 1B • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29322048|SS|FA|John Wimmer SS • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
2734155|OF|FA|Josh Palacios OF • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29085923|SS|FA|Jack Brannigan SS • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
1797884|3B|FA|Marquez Smith 3B • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29644416|OF|FA|Griffin Burkholder OF • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
29693191|OF|FA|Kelvin Alcantara OF • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|.000|.000|.000|9999
