source: https://buecker.baseball.cbssports.com/stats/stats-main/fa:P/period-22:p/standard/projections?print_rows=9999
captured: 2026-08-22T20:24:42
---
ACTION|AVAIL|PLAYER|INNS|APP|GS|QS|CG|W|L|S|BS|HD|K|BB|H|ERA|WHIP|RANK
Action|Avail|Player|INNs|APP|GS|QS|CG|W|L|S|BS|HD|K|BB|H|ERA|WHIP|Rank
29295991|P|FA|Mason Fluharty P • TOR|1.1|1.9|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.4|1.6|0.6|1.2|4.13|1.37|406
2837004|P|FA|Tyler Holton P • DET|1.2|2.3|1.0|0.0|0.0|0.1|0.1|0.0|0.0|0.4|1.6|0.4|1.7|3.81|1.29|407
29674814|P|FA|Josh Ekness P • MIA|1.2|1.9|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.2|1.8|1.1|1.8|3.34|1.71|408
2920577|P|FA|John Schreiber P • KC|2.1|2.9|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.9|2.0|1.0|2.2|3.85|1.36|409
2837671|P|FA|Blake Weiman P • LAA|2.0|2.1|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.5|2.1|0.6|2.4|3.42|1.50|410
3055496|P|FA|Sam Hentges P • SF|2.0|2.5|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.7|2.2|1.4|1.8|3.05|1.56|411
50025932|P|FA|Drew Sommers P • DET|2.1|2.5|0.0|0.0|0.0|0.0|0.2|0.0|0.0|1.2|4.1|1.3|2.6|4.48|1.65|412
2829311|P|FA|Gerardo Carrillo P • ARI|0.2|0.3|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|0.5|0.2|0.4|2.27|0.99|414
2743313|P|FA|Trent Thornton P • CHC|0.2|0.8|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.1|0.6|0.3|0.7|4.18|1.50|415
2167478|P|FA|Scott Blewett P • ATH|3.1|2.4|0.0|0.0|0.0|0.3|0.1|0.0|0.0|0.3|2.9|1.4|4.1|4.58|1.67|417
28920013|P|FA|Gabriel Hughes P • COL|5.0|1.0|1.0|0.3|0.0|0.2|0.3|0.0|0.0|0.0|4.5|1.8|5.5|4.94|1.46|421
2878486|P|FA|Raymond Kerr P • ATL|1.0|0.5|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|0.8|0.3|0.9|3.65|1.18|423
2837717|P|FA|Tyler Zuber P • MIA|1.2|1.7|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.4|2.2|0.4|2.0|4.90|1.48|424
2447488|P|FA|Lucas Erceg P • KC|1.0|0.8|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.2|0.6|0.4|0.8|3.64|1.19|425
3090769|P|FA|Carlos Vargas P • SEA|1.2|1.2|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.3|1.0|0.5|1.6|3.68|1.22|427
28862899|P|FA|Chase Silseth P • TEX|0.2|1.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.2|1.0|0.5|0.7|3.39|1.79|428
2858767|P|FA|Jefry Yan P • NYM|2.0|2.9|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.4|2.4|1.3|2.1|4.18|1.73|430
3077725|P|FA|Patrick Sandoval P • BOS|4.2|1.0|1.0|0.2|0.0|0.1|0.3|0.0|0.0|0.0|5.1|1.9|6.0|4.09|1.69|431
26682004|P|FA|Tayler Saucedo P • LAA|2.0|2.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|2.1|0.6|1.9|4.61|1.25|433
2933186|P|FA|Austin Warren P • NYM|2.0|1.4|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.2|2.3|1.1|2.0|4.49|1.54|434
2264742|P|FA|Wandy Peralta P • SD|2.0|2.6|0.0|0.0|0.0|0.2|0.1|0.0|0.0|0.2|1.7|0.9|2.4|4.19|1.67|435
2068544|P|FA|Ryne Stanek P • STL|2.1|2.7|0.0|0.0|0.0|0.1|0.1|0.0|0.0|1.0|2.4|1.2|2.1|4.61|1.40|436
2837082|P|FA|John King P • MIA|1.2|2.1|0.0|0.0|0.0|0.2|0.0|0.0|0.0|0.2|1.5|0.7|1.9|5.18|1.53|437
26615441|P|FA|Nick Frasso P • COL|2.0|1.8|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.3|2.4|0.8|2.4|5.16|1.58|439
2822464|P|FA|Camilo Doval P • PIT|2.0|2.6|0.0|0.0|0.0|0.1|0.1|0.1|0.0|0.4|2.6|1.3|2.1|4.80|1.68|443
29426034|P|FA|Hagen Smith P • CHW|1.0|1.1|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.2|1.4|0.7|1.0|4.74|1.72|444
2836749|P|FA|Tom Cosgrove P • WAS|2.0|2.2|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.5|1.7|0.5|2.0|4.72|1.21|445
2171335|P|FA|Tyler Kinley P • ATL|0.2|0.6|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.2|0.6|0.3|0.5|3.81|1.13|446
901|P|FA|Shohei Ohtani (Pitcher) P • LAD|0.1|0.5|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.1|0.3|2.54|1.19|447
2826020|P|FA|George Soriano P • STL|2.1|2.4|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.9|2.9|1.2|2.4|5.67|1.57|448
2836860|P|FA|Calvin Faucher P • MIA|2.0|2.3|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.6|2.7|1.3|2.1|4.78|1.69|449
26615414|P|FA|Chris Murphy P • CHW|0.2|0.5|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|0.6|0.3|0.5|3.79|1.28|452
2801794|P|FA|Ryan Thompson P • ARI|1.0|1.1|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.3|0.7|0.3|1.1|3.85|1.39|453
2931288|P|FA|Caleb Ferguson P • STL|2.1|2.7|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.5|2.3|1.2|2.4|4.34|1.55|454
2211795|P|FA|Enyel De Los Santos P • HOU|2.0|2.5|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.4|2.3|0.7|2.4|5.49|1.54|455
2228480|P|FA|Brennan Bernardino P • COL|2.0|2.5|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.4|2.1|0.9|2.4|4.04|1.66|456
26615395|P|FA|Carmen Mlodzinski P • PIT|8.2|2.0|2.0|0.1|0.0|0.3|0.8|0.0|0.0|0.0|7.2|2.8|10.4|4.89|1.52|458
29710712|P|FA|Cade Gibson P • MIA|2.0|1.6|1.0|0.0|0.0|0.1|0.1|0.0|0.0|0.1|2.1|0.8|2.2|5.07|1.51|462
3103745|P|FA|Greg Weissert P • BOS|0.2|0.7|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|0.6|0.2|0.6|3.66|1.28|463
2044524|P|FA|Paul Blackburn P • NYY|0.2|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.2|0.5|2.69|1.07|464
2932731|P|FA|Ryan Feltner P • COL|5.0|1.0|1.0|0.3|0.0|0.2|0.3|0.0|0.0|0.0|3.8|1.9|5.2|5.20|1.42|467
29631473|P|FA|Luis Mey P • CIN|1.0|0.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|1.3|0.6|0.7|3.25|1.29|468
2911278|P|FA|Luis Medina P • ATH|0.2|0.6|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.0|0.9|0.4|0.7|4.14|1.65|473
29075731|P|FA|Luke Murphy P • LAA|2.0|2.6|0.0|0.0|0.0|0.1|0.2|0.0|0.0|0.6|2.2|1.3|1.9|4.31|1.63|474
29077338|P|FA|Carson Seymour P • SF|3.2|1.9|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.4|2.4|1.3|3.6|4.68|1.33|476
29036770|P|FA|Jose Ferrer P • SEA|2.0|2.5|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.7|2.1|0.6|2.6|4.82|1.61|477
2124204|P|FA|Brent Suter P • ATL|2.1|2.1|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.3|2.4|0.8|2.9|4.89|1.60|479
29046609|P|FA|Kodai Senga P • NYM|2.2|1.5|0.0|0.0|0.0|0.1|0.2|0.0|0.0|0.3|3.3|1.6|2.4|5.69|1.48|480
26635137|P|FA|Graham Ashcraft P • CIN|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.2|0.1|0.2|2.48|0.86|484
2227219|P|FA|Jose Cuas P • KC|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.2|1.57|0.89|486
3083995|P|FA|Jesse Scholtens P • TB|0.2|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.2|0.5|3.02|0.96|487
29085043|P|FA|Orlando Ribalta P • WAS|2.0|2.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.6|2.2|1.0|2.0|4.82|1.53|488
29075783|P|FA|Tyler Schweitzer P • CHW|0.2|0.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.5|0.3|0.6|3.29|1.32|489
26615456|P|FA|Joe Boyle P • TB|0.1|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.1|2.92|0.74|490
26912472|P|FA|Edgardo Henriquez P • LAD|0.1|0.7|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|0.7|0.3|0.4|6.05|2.20|491
29616033|P|FA|Travis Adams P • MIN|2.0|1.6|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.2|2.7|1.0|2.2|6.42|1.57|492
50040436|P|FA|Tatsuya Imai P • HOU|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.6|0.3|0.4|7.42|2.04|493
2211219|P|FA|Tyler Alexander P • TEX|0.2|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.1|0.5|3.24|1.04|494
2837699|P|FA|Keaton Winn P • SF|1.0|1.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.9|0.4|1.0|4.68|1.42|495
26635145|P|FA|Yerry De Los Santos P • NYY|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.2|0.4|2.27|1.58|496
29291997|P|FA|Brady Basso P • ATH|3.0|2.8|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.4|2.9|0.8|4.2|4.13|1.66|497
29068170|P|FA|Alex McFarlane P • PHI|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.1|0.3|3.54|1.28|498
3055541|P|FA|J.T. Brubaker P • SF|0.2|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.3|0.5|3.48|1.17|499
29342278|P|FA|Alex Hoppe P • BAL|2.1|2.5|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.3|3.4|1.1|2.6|5.86|1.58|500
50036771|P|FA|Wilber Dotel P • PIT|0.2|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.6|0.3|0.5|4.01|1.19|502
2910632|P|FA|Javier Assad P • CHC|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.2|2.97|0.98|503
2211788|P|FA|Jonathan Hernandez P • LAD|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.2|0.3|5.29|1.31|504
2167349|P|FA|Joe Jimenez P • ATL|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.3|0.1|0.2|1.97|0.75|507
2933064|P|FA|Drew Rom P • ATH|1.1|2.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.4|2.2|0.8|1.7|5.76|1.83|508
29080198|P|FA|Ryan Watson P • LAA|1.0|0.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.9|0.4|1.1|4.85|1.45|509
2825758|P|FA|Reiver Sanmartin P • SF|0.2|1.0|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.1|0.8|0.3|1.0|6.60|1.82|510
28851017|P|FA|Taylor Rashi P • ATH|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.1|0.3|5.70|1.41|513
2932749|P|FA|Kody Funderburk P • MIN|0.2|0.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.7|0.4|0.7|4.02|1.57|514
29083999|P|FA|Wyatt Olds P • BOS|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.2|2.51|0.81|516
26729168|P|FA|Justin Bruihl P • STL|2.1|2.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|1.8|1.0|2.7|4.03|1.55|517
29075483|P|FA|Brant Hurter P • DET|0.1|0.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.5|0.2|0.4|4.62|1.94|518
26911776|P|FA|Jack Weisenburger P • NYM|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.1|0.3|3.75|1.24|519
2837024|P|FA|Kyle Hurt P • LAD|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.3|0.1|0.2|2.97|0.96|521
29075785|P|FA|Victor Mederos P • ATL|1.2|1.6|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.2|2.1|1.0|1.9|6.29|1.71|522
28838064|P|FA|Grant Anderson P • MIL|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.1|0.2|3.19|1.02|523
26911736|P|FA|Gavin Stone P • LAD|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.2|1.70|0.61|525
29075532|P|FA|Drew Thorpe P • CHW|0.1|0.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.2|0.4|6.08|1.64|526
29295980|P|FA|Andrew Morris P • MIN|2.0|2.2|0.0|0.0|0.0|0.1|0.3|0.0|0.0|1.1|2.7|1.0|2.7|4.94|1.86|528
2165932|P|FA|Reynaldo Lopez P • ATL|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.2|2.35|0.93|530
2836902|P|FA|Robert Garcia P • TEX|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.2|0.1|0.2|1.92|0.73|531
2170141|P|FA|Colin Rea P • CHC|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.1|0.4|5.45|1.66|532
29453038|P|FA|Ben Casparius P • LAD|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.3|3.92|1.08|533
2863866|P|FA|Michael Rucker P • SEA|0.1|0.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.1|0.4|5.40|1.48|534
2933180|P|FA|Victor Vodnik P • MIA|1.2|1.6|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.3|1.6|1.0|2.0|5.09|1.79|536
26911765|P|FA|Chayce McDermott P • NYM|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.5|0.2|0.4|8.53|1.98|538
2910627|P|FA|Bryse Wilson P • MIL|0.2|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.4|0.1|0.6|3.81|1.12|539
26911733|P|FA|Jaden Hill P • COL|2.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.7|2.6|1.2|2.1|5.00|1.66|540
2932071|P|FA|Simeon Woods Richardson P • TOR|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.2|0.4|6.37|1.87|541
26762061|P|FA|Randy Vasquez P • SD|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.1|0.4|5.32|1.70|542
50043845|P|FA|Mark Manfredi P • COL|0.1|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.5|0.2|0.5|5.80|2.13|543
2507337|P|FA|Jordan Hicks P • CHW|0.1|0.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.2|0.4|5.62|1.91|545
29083998|P|FA|Brendan Cellucci P • TOR|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.1|0.1|4.13|1.25|546
2837276|P|FA|Parker Mushinski P • COL|1.0|0.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.6|1.0|2.86|1.53|547
2932621|P|FA|Michael Burrows P • HOU|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.3|0.1|0.4|6.08|1.64|548
2898233|P|FA|Jonathan Loaisiga P • ARI|0.1|0.9|0.0|0.0|0.0|0.1|0.0|0.1|0.0|0.2|0.6|0.2|0.8|7.42|2.94|549
26608285|P|FA|Dedniel Nunez P • NYM|2.1|2.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.6|3.3|0.6|3.1|6.18|1.58|550
3117940|P|FA|Seth Johnson P • ATH|1.1|1.3|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|2.0|1.0|1.5|6.97|1.87|551
26911735|P|FA|Ky Bush P • CHW|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.1|0.2|4.71|1.52|552
2507332|P|FA|Aaron Civale P • CHC|0.1|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.2|2.97|0.89|553
29077667|P|FA|Miguel Ullola P • HOU|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.5|0.2|0.4|6.26|1.79|554
26912445|P|FA|Carlos Duran P • KC|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.2|0.3|4.48|1.26|556
3152122|P|FA|Brandon Williamson P • CIN|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.2|3.70|1.05|557
2066809|P|FA|Rob Zastryzny P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.67|1.33|558
2837183|P|FA|Isaac Mattson P • PIT|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.3|0.1|0.3|3.70|1.26|559
2453275|P|FA|Jordan Montgomery P • TEX|0.2|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.2|0.7|4.81|1.24|560
26911766|P|FA|McCade Brown P • COL|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.2|5.45|1.53|561
2932802|P|FA|Jon Heasley P • TB|0.1|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.2|3.75|0.92|562
29085495|P|FA|Jordan Leasure P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.62|1.38|563
3166983|P|FA|Max Kranick P • WAS|1.0|0.8|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|0.8|0.3|1.3|5.71|1.62|564
29342246|P|FA|Nick Davila P • SEA|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.1|0.2|3.62|1.08|565
26615422|P|FA|Zach McCambley P • CIN|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.1|4.11|1.53|566
26912442|P|FA|Prelander Berroa P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|4.20|1.93|567
2166715|P|FA|Joe Mantiply P • TOR|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.1|5.06|1.65|568
29342342|P|FA|TJ Shook P • COL|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.1|5.53|1.51|570
2822412|P|FA|Jhonathan Diaz P • SEA|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.1|4.87|1.51|571
2837167|P|FA|Ron Marinaccio P • CIN|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.1|5.38|1.47|573
29033797|P|FA|Josh Simpson P • SEA|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.1|7.79|1.92|578
29350513|P|FA|Chris Roycroft P • TB|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.1|0.2|6.38|1.55|580
28846908|P|FA|Sammy Peralta P • LAA|0.1|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.1|0.2|4.16|1.06|581
28838541|P|FA|Jacob Bird P • WAS|2.0|2.2|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.5|2.8|0.9|2.5|6.16|1.69|583
3166988|P|FA|Cole Wilcox P • SEA|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.1|0.1|4.98|1.98|584
28838301|P|FA|Tim Herrin P • CLE|0.2|1.5|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.4|1.1|0.7|0.9|6.02|2.33|587
2933099|P|FA|Chase Shugart P • PHI|0.1|0.6|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|0.8|0.3|0.6|9.67|2.84|592
2211247|P|FA|Taylor Clarke P • ARI|0.1|0.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.6|0.2|0.6|7.05|2.41|595
29321983|P|FA|Zach Maxwell P • CIN|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.2|0.4|7.53|1.96|598
50036774|P|FA|Antwone Kelly P • PIT|0.1|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.5|0.2|0.5|7.48|2.26|599
3117934|P|FA|Drey Jameson P • ARI|1.0|0.9|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.1|0.9|0.6|1.1|5.40|1.74|600
26719671|P|FA|Chase Petty P • CIN|1.1|1.3|1.0|0.0|0.0|0.1|0.1|0.0|0.0|0.0|1.2|0.6|1.9|6.28|1.85|601
27022499|P|FA|Matt Waldron P • WAS|0.1|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.1|0.5|7.83|1.81|602
29077342|P|FA|Hayden Juenger P • ATH|0.2|0.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.5|0.3|0.8|6.44|1.69|607
29660685|P|FA|Jonathan Pintaro P • NYM|0.1|0.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.7|0.3|0.6|9.21|2.70|608
26719581|P|FA|Sam Bachman P • LAA|0.2|0.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|1.0|0.6|0.8|6.76|2.09|611
2167343|P|FA|Ryan Yarbrough P • NYY|0.1|0.5|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|0.6|0.3|0.7|10.66|3.04|612
2135246|P|FA|Kyle Freeland P • COL|5.1|1.0|1.0|0.3|0.0|0.1|0.5|0.0|0.0|0.0|4.2|1.6|6.2|5.64|1.47|616
26757783|P|FA|Logan Taylor Allen P • CLE|0.1|0.4|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.1|0.6|0.3|0.8|9.96|3.29|618
2835075|P|FA|DL Hall P • MIL|0.1|0.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.9|0.6|0.6|8.78|3.47|621
2828998|P|FA|Yovanny Cruz P • WAS|1.0|1.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|1.3|0.7|1.4|6.51|2.08|622
2509405|P|FA|Jimmy Herget P • COL|2.0|1.8|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.4|2.6|1.1|2.6|5.60|1.84|623
2107839|P|FA|Steven Matz P • TB|0.1|0.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.5|0.2|0.7|10.94|2.62|625
2835921|P|FA|Juan Mejia P • COL|2.0|2.4|0.0|0.0|0.0|0.1|0.2|0.0|0.0|0.5|3.2|1.5|2.8|7.25|2.11|639
2211237|P|FA|Tanner Rainey P • DET|0.2|1.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|1.1|0.8|0.8|8.07|2.45|643
27023028|P|FA|Connor Thomas P • KC|0.1|0.4|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.1|0.7|0.3|0.8|15.47|3.34|647
29360014|P|FA|Zach Agnos P • COL|1.2|1.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|1.5|0.7|2.1|6.85|1.72|653
2226884|P|FA|Joe Gunkel P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2835042|P|FA|Carlos Romero P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29678115|P|FA|Peyton Olejnik P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29679119|P|FA|Allan Hernandez P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2933104|P|FA|Evan Sisk P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2780350|P|FA|Luis Ramirez P • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2444539|P|FA|Austin Adams P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29342413|P|FA|Dylan Heid P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50042721|P|FA|Javen Coleman P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2121511|P|FA|Kris Hall P • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044408|P|FA|Chandler Marsh P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2000027|P|FA|Lucas Giolito P • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28842392|P|FA|Cameron Leonard P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29321916|P|FA|Cade Denton P • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043885|P|FA|Stiven Cruz P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
