source: https://buecker.baseball.cbssports.com/stats/stats-main/fa:P/period-22:p/standard/projections?print_rows=9999
captured: 2026-08-22T20:24:42
---
ACTION|AVAIL|PLAYER|INNS|APP|GS|QS|CG|W|L|S|BS|HD|K|BB|H|ERA|WHIP|RANK
Action|Avail|Player|INNs|APP|GS|QS|CG|W|L|S|BS|HD|K|BB|H|ERA|WHIP|Rank
2837232|P|FA|Bobby Miller P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50037909|P|FA|Riley Kelly P • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644500|P|FA|Sam Stuhr P • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644475|P|FA|Dasan Hill P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28841683|P|FA|Erik Manoah P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043891|P|FA|Tyler LaPorte P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2743312|P|FA|Jalen Beeks P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041094|P|FA|Mathias LaCombe P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50042281|P|FA|Kelvis Salcedo P • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044751|P|FA|Jake Shirk P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2044503|P|FA|Jose Berrios P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29091447|P|FA|Ian Mejia P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29086116|P|FA|Casey Cobb P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29692606|P|FA|Chance Huff P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2167461|P|FA|Ricardo Pinto P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2869878|P|FA|Max Herrmann P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044020|P|FA|Miles Langhorne P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2826721|P|FA|Joseph Zanghi P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50042249|P|FA|Carlos De La Rosa P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29084394|P|FA|Walter Pennington P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28838283|P|FA|Matt Ruppenthal P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3083187|P|FA|Zach Thompson P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2066817|P|FA|Blake Taylor P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29086793|P|FA|Spencer Bivens P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28938319|P|FA|Nicholas Padilla P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2120864|P|FA|Spencer Patton P • ATH|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2914725|P|FA|Hector Mendoza P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1813270|P|FA|Travis Banwart P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50037912|P|FA|Yoel Tejeda P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29676341|P|FA|Aaron Davenport P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29692343|P|FA|Derek Clark P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29085032|P|FA|Ben Harris P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2167938|P|FA|Matt Tomshaw P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26911813|P|FA|Austin Love P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043981|P|FA|Christian MacLeod P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2830262|P|FA|Marcos Tineo P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2873183|P|FA|Gabriel Yanez P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2918875|P|FA|Matthew Kent P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29086759|P|FA|RJ Petit P • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29683749|P|FA|Josh Harlow P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29295943|P|FA|Travis Sykora P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2803770|P|FA|Colton Turner P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2829153|P|FA|Juan Then P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3152798|P|FA|Christian James P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28839911|P|FA|Jose Betances P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2823741|P|FA|David Kubiak P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041087|P|FA|Anthony Eyanson P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3152057|P|FA|Jairo Lopez P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29085026|P|FA|Edgar Escobar P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2228200|P|FA|Rob Wort P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28838571|P|FA|Sean Mullen P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2822004|P|FA|Yonny Chirinos P • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26719600|P|FA|Will Bednar P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3157710|P|FA|Griffin Jax P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50009366|P|FA|Riley Quick P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041363|P|FA|Miguel Sime P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28838023|P|FA|Garrett Hill P • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2775274|P|FA|Jon Olczak P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2119601|P|FA|Geoff Broussard P • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29290937|P|FA|Michael Arias P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2822207|P|FA|Parker Curry P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2932854|P|FA|Adam Kloffenstein P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043926|P|FA|Gregori Louis P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2775049|P|FA|Marcus Mack P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2953499|P|FA|Josh James P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29084245|P|FA|Anthony Maldonado P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29088486|P|FA|Jack Carey P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29342227|P|FA|Trey Benton P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28862920|P|FA|Jared Koenig P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043836|P|FA|Jesus Broca P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2826172|P|FA|Curtis Taylor P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29071710|P|FA|Ashton Izzi P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29075708|P|FA|Jacob Miller P • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2118850|P|FA|Lex Rutledge P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2860171|P|FA|Gerald Ogando P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044809|P|FA|Bryce Osmond P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2830239|P|FA|Eduardo Herrera P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2113634|P|FA|Adam Kolarek P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3158354|P|FA|John O'Reilly P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2825069|P|FA|Jon Perrin P • MIL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2592847|P|FA|Cody Dickson P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29085945|P|FA|Aaron Holiday P • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29677723|P|FA|Cade Austin P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644488|P|FA|Joey Oakie P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2048866|P|FA|Paul Smyth P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26615445|P|FA|Aldo Ramirez P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2118755|P|FA|Sean Brady P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044340|P|FA|Nate Peterson P • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29084600|P|FA|Luke Albright P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2837072|P|FA|Nick Kennedy P • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2821878|P|FA|Ranfi Casimiro P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29342234|P|FA|Stevie Branche P • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644496|P|FA|Tristan Smith P • CIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2041268|P|FA|Lucas Sims P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2836633|P|FA|Caleb Boushley P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043822|P|FA|Wilian Bormie P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26861464|P|FA|Nathan Webb P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29342304|P|FA|Connor McCullough P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2933047|P|FA|Trey Riley P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2066703|P|FA|Hunter Harvey P • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
26615461|P|FA|Holden Powell P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28838274|P|FA|Carlos Garcia P • TB|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2824923|P|FA|Joel Payamps P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2453421|P|FA|Dakota Hudson P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29687316|P|FA|Carter Rustad P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2117118|P|FA|Dominic Leone P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3107894|P|FA|Braden Bristo P • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043932|P|FA|Peyton Fosher P • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644477|P|FA|Dylan Jordan P • LAA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2227752|P|FA|T.J. Weir P • SD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29662088|P|FA|Jeremy Reyes P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2048463|P|FA|Marco Duarte P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50009225|P|FA|Miguel Mendez P • SF|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29075752|P|FA|Peyton Pallette P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29668947|P|FA|Lazaro Estrada P • TOR|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1971218|P|FA|Bobby Bundy P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2169991|P|FA|Whit Mayberry P • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2933011|P|FA|Jack Perkins P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041354|P|FA|AJ Russell P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2830137|P|FA|Eduardo Salazar P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044372|P|FA|Saul Teran P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2932815|P|FA|Adam Hill P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2836625|P|FA|Bryce Bonnin P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2837538|P|FA|Peter Solomon P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
28851013|P|FA|Pierson Ohl P • COL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2836892|P|FA|Nick Gallagher P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29087231|P|FA|John Matthews P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29693004|P|FA|Joshua White P • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3077306|P|FA|Zach Lovvorn P • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2226607|P|FA|Ryan Horstman P • SEA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043938|P|FA|Anthony Hoopii-Tuionetoa P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29084553|P|FA|Conner Loeprich P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2044107|P|FA|Jimmy Nelson P • LAD|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2837650|P|FA|Jake Walsh P • ATL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2216703|P|FA|J.C. Sulbaran P • STL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043828|P|FA|Eston Stull P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3094414|P|FA|Wyatt Short P • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1765810|P|FA|Drew Pomeranz P • CHC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2822641|P|FA|John Fasola P • TEX|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29085049|P|FA|Hunter Stanley P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29087619|P|FA|Harrison Cohen P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29077684|P|FA|Wilmer Flores P • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29086777|P|FA|Caden Monke P • KC|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3096417|P|FA|Andrew Brown P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2930810|P|FA|Efrain Contreras P • PHI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
1739666|P|FA|Jay Jackson P • MIN|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50043263|P|FA|Cameron Weston P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2837373|P|FA|Nick Raquet P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041366|P|FA|Daury Vasquez P • ARI|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3095080|P|FA|Tanner Tully P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50009363|P|FA|Marcus Phillips P • BOS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2228472|P|FA|James Buckelew P • MIA|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
3152120|P|FA|Tyler Baum P • WAS|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2825853|P|FA|Kelly Secrest P • NYM|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2836661|P|FA|Tyler Brown P • HOU|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29658269|P|FA|Jaden Woods P • CHW|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50044564|P|FA|Jacob Bimbi P • PIT|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
29644482|P|FA|Michael Massey P • DET|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2740133|P|FA|Cale Coshow P • NYY|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
2837192|P|FA|Shane McCarthy P • CLE|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
50041085|P|FA|JT Quinn P • BAL|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.00|0.00|9999
